Age,Attrition,DistanceFromHome,Education,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
40,No,10,4,3,2,9705,2,No,12,3,2,11,2,2,1,0,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
26,No,1,3,2,1,4294,1,No,12,3,2,7,2,3,7,0,7,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
41,No,6,3,1,1,4721,2,Yes,13,3,3,20,3,3,18,2,17,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True
36,No,2,4,1,3,2519,4,No,21,4,3,16,6,3,11,3,9,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True
19,Yes,21,3,1,2,2121,1,Yes,13,3,2,1,3,4,1,0,0,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True
20,Yes,4,3,1,1,2973,1,No,19,3,2,1,2,3,1,0,0,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True
31,No,12,3,2,4,5855,0,Yes,11,3,3,10,2,1,9,8,5,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
40,No,9,4,1,2,3617,8,Yes,14,3,4,3,2,3,1,0,0,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
32,No,3,4,2,1,6725,1,No,12,3,3,8,2,4,8,6,3,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
36,Yes,3,1,3,4,10325,1,Yes,11,3,1,16,6,3,16,3,7,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
33,No,1,3,2,4,6949,0,No,14,3,1,6,3,3,5,1,4,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
37,Yes,1,4,3,3,10609,5,No,11,3,3,17,2,1,14,11,7,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
45,No,4,2,2,2,4447,1,No,12,3,2,9,5,2,9,0,8,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
29,No,20,3,1,4,2157,1,No,15,3,2,3,5,3,3,0,2,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
35,No,18,3,2,3,4601,1,No,16,3,2,5,3,3,5,1,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
52,No,1,2,4,4,17099,2,No,15,3,2,26,2,2,9,7,8,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
58,Yes,2,3,1,3,2479,4,No,24,4,1,7,4,3,1,0,0,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True
53,No,2,2,4,3,14852,6,No,13,3,3,22,3,4,17,15,2,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
30,No,8,2,3,3,7264,5,No,11,3,1,10,2,4,8,7,7,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
38,No,10,3,2,4,5666,1,Yes,13,3,2,6,1,3,5,1,3,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
35,No,3,4,3,4,7823,6,No,13,3,2,12,2,3,10,0,8,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
39,No,2,5,3,3,7880,0,No,18,3,4,9,3,3,8,0,7,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
40,Yes,24,3,4,2,13194,4,Yes,16,3,4,22,2,2,1,0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
47,No,16,4,2,3,5067,1,Yes,19,3,3,20,3,4,19,2,7,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
36,No,8,4,2,4,5079,4,No,13,3,4,12,3,3,7,0,7,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False
31,Yes,9,2,1,1,2321,0,Yes,22,4,1,4,0,3,3,1,2,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
33,No,17,3,4,3,17444,1,No,11,3,4,10,2,3,10,6,0,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
29,Yes,10,3,1,1,2404,6,Yes,20,4,3,3,5,3,0,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
33,No,13,1,1,4,3452,3,No,18,3,1,5,4,3,3,0,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
45,No,1,4,1,4,2270,3,No,14,3,4,8,2,3,5,0,2,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
50,No,1,2,4,4,17399,9,No,22,4,3,32,1,2,5,1,3,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
33,No,1,4,2,2,5488,1,Yes,13,3,1,6,2,3,6,1,2,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
41,No,9,3,5,3,19419,2,No,17,3,2,21,2,4,18,0,11,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
27,No,16,4,1,2,2811,9,No,14,3,2,4,2,3,2,2,2,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
45,No,23,2,2,1,3633,1,Yes,15,3,3,9,2,3,9,0,8,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
47,No,4,2,2,4,4163,1,Yes,17,3,3,9,0,3,9,0,7,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
30,Yes,22,3,1,3,2132,4,Yes,11,3,2,7,2,3,5,0,1,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
50,No,24,3,4,3,13973,3,Yes,18,3,4,22,2,3,12,1,5,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
38,No,10,1,1,3,2684,0,No,17,3,2,3,0,2,2,0,2,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
46,No,7,2,3,3,10845,6,No,13,3,2,13,3,3,8,0,7,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
24,No,17,1,2,3,4377,1,No,15,3,2,5,6,3,4,3,2,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
35,Yes,14,4,1,2,3743,1,Yes,24,4,4,5,2,1,4,0,2,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False
31,No,1,1,2,1,4148,1,No,12,3,3,4,1,3,4,0,3,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
18,No,5,2,1,4,1051,1,No,15,3,4,0,2,3,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
54,No,17,3,3,3,10739,8,No,11,3,3,22,2,3,10,0,8,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
35,No,25,4,3,3,10388,1,Yes,11,3,3,16,3,2,16,10,1,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
30,No,8,2,3,1,11416,0,Yes,12,3,3,9,4,2,8,1,7,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
20,Yes,11,3,1,1,2600,1,Yes,15,3,1,1,2,3,1,0,0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
30,Yes,5,3,1,2,2422,0,No,17,3,1,4,3,3,3,1,2,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
26,No,2,2,2,4,5472,1,No,12,3,2,8,2,3,8,1,3,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
22,No,8,1,1,1,2451,1,No,15,3,1,4,3,2,4,1,1,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
48,No,6,3,2,3,4240,2,No,13,3,4,19,0,3,2,2,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
48,No,4,4,3,3,10999,7,No,14,3,2,27,3,3,15,4,8,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
41,No,7,2,2,3,5003,6,No,14,3,2,8,6,3,2,2,1,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
39,No,1,1,4,4,12742,1,No,16,3,3,21,3,3,21,11,8,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
27,No,2,4,2,4,4227,0,No,18,3,2,4,2,3,3,2,2,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
35,No,10,3,1,4,3917,1,No,20,4,1,3,4,2,3,1,2,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False
42,No,5,2,5,3,18303,6,No,13,3,2,21,3,4,1,0,0,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
50,No,9,3,1,4,2380,4,No,18,3,2,8,5,3,1,0,0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
59,No,2,3,4,4,13726,3,Yes,13,3,1,30,4,3,5,4,3,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
37,Yes,11,2,2,2,4777,5,No,15,3,1,15,2,1,1,0,0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
55,No,18,4,2,2,6385,3,Yes,14,3,4,17,3,3,8,6,7,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
41,No,7,1,5,3,19973,1,No,22,4,2,21,3,3,21,5,10,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
38,No,3,4,2,4,6861,8,Yes,12,3,3,19,1,3,1,0,0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
26,Yes,29,2,2,1,4969,8,No,18,3,4,7,6,3,2,2,2,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
52,Yes,2,1,5,4,19845,1,No,15,3,4,33,3,3,32,6,9,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
44,No,28,3,4,4,13320,3,Yes,18,3,3,23,2,3,12,11,11,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
50,No,1,3,2,3,6347,0,No,12,3,1,19,3,3,18,0,13,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
36,Yes,16,4,1,1,2743,1,No,16,3,3,18,1,3,17,15,14,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
39,No,22,3,3,1,10880,1,Yes,13,3,3,21,2,3,21,2,8,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
33,No,8,1,1,4,2342,0,No,19,3,4,3,2,2,2,2,2,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
45,No,11,2,4,4,17650,3,No,13,3,2,26,4,4,9,1,1,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
32,No,29,4,1,3,4025,9,No,12,3,2,10,2,3,8,7,7,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
34,No,1,4,2,4,9725,0,No,11,3,4,16,2,2,15,0,9,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
59,No,1,2,3,4,11904,3,Yes,14,3,3,14,1,1,6,0,4,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False
45,No,24,4,1,2,2177,1,No,16,3,1,6,3,3,6,0,4,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True
53,No,2,3,3,2,7525,2,No,12,3,1,30,2,3,15,6,12,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
36,Yes,15,3,2,3,4834,7,No,14,3,2,9,3,2,1,0,0,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False
26,Yes,2,3,1,1,2042,6,Yes,14,3,2,6,2,3,3,1,2,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
34,No,10,4,1,3,2220,1,Yes,19,3,4,1,2,3,1,0,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
28,No,10,1,1,2,1052,1,No,22,4,2,1,5,3,1,0,0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False
38,No,3,4,1,3,2821,3,No,16,3,1,8,2,3,2,2,2,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False
50,No,2,4,5,3,19237,2,Yes,11,3,4,29,2,2,8,7,7,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
37,No,3,3,2,2,4107,3,No,15,3,1,8,3,2,4,0,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
40,No,26,3,2,1,8396,1,No,14,3,2,8,3,2,7,7,5,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
26,No,1,1,1,3,2007,1,No,13,3,3,5,5,3,5,1,3,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
46,No,1,4,5,4,19627,9,No,17,3,4,23,0,3,2,2,2,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
54,No,2,4,3,3,10686,6,No,11,3,2,13,4,3,9,7,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
56,No,9,3,1,3,2942,2,No,19,3,2,18,4,3,5,0,3,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
36,No,12,5,3,4,8858,0,No,11,3,2,15,2,2,14,7,8,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
55,No,2,1,4,1,16756,7,No,15,3,2,31,3,4,9,6,2,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True
43,No,25,3,3,4,10798,5,No,13,3,3,18,5,3,1,0,0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
20,Yes,9,3,1,4,2323,1,Yes,14,3,2,2,3,3,2,0,2,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
21,Yes,10,3,1,1,1416,1,No,13,3,1,1,6,2,1,1,0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
46,No,8,4,2,1,4615,8,Yes,23,4,1,19,2,3,16,1,7,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
51,Yes,4,4,1,3,2461,9,Yes,12,3,3,18,2,4,10,2,7,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
28,Yes,24,2,3,1,8722,1,No,12,3,1,10,2,2,10,1,9,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
26,No,1,2,1,1,3955,1,No,16,3,1,6,2,3,5,1,3,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
30,No,20,3,2,1,9957,0,No,15,3,3,7,1,2,6,0,2,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False
41,No,7,2,1,3,3376,1,No,13,3,3,10,3,3,10,0,8,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
38,No,17,1,3,3,8823,0,No,18,3,1,20,4,2,19,1,9,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
40,No,20,4,3,4,10322,4,No,20,4,4,14,6,3,11,11,1,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False
27,No,8,5,1,3,4621,1,No,19,3,4,3,4,3,3,1,2,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
55,No,2,1,3,2,10976,3,No,18,3,2,23,4,3,3,1,2,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
28,No,10,3,2,3,3660,3,No,13,3,4,10,4,4,8,1,7,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
44,Yes,1,2,3,1,10482,9,No,14,3,4,24,1,3,20,3,6,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False
33,No,5,3,3,4,7119,4,No,15,3,3,9,2,3,3,1,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
35,Yes,4,3,3,1,9582,0,Yes,22,4,1,9,2,3,8,4,7,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True
33,Yes,29,4,2,3,4508,1,No,22,4,2,14,4,3,13,3,8,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
28,No,15,2,1,3,2207,1,No,16,3,4,4,5,2,4,2,2,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
34,No,3,1,2,4,7756,0,No,17,3,3,7,1,2,6,0,4,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
37,No,10,4,2,4,6694,2,Yes,14,3,3,8,5,3,1,0,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
25,Yes,4,1,1,4,3691,1,Yes,15,3,2,7,3,4,7,5,6,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False
26,Yes,21,3,1,3,2377,1,No,20,4,3,1,0,2,1,0,0,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
33,Yes,25,3,1,2,2313,4,Yes,20,4,2,5,0,3,2,2,2,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
42,No,2,2,4,1,17665,0,No,17,3,4,23,3,3,22,13,7,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
28,Yes,1,3,1,2,2596,1,No,15,3,1,1,2,3,1,0,0,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
50,Yes,1,4,2,3,4728,3,Yes,14,3,4,5,4,3,0,0,0,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True
33,No,7,3,2,2,4302,0,No,17,3,3,4,3,3,3,0,2,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
34,No,3,4,1,4,2979,3,No,17,3,4,6,2,3,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
48,No,1,4,4,4,16885,2,No,22,4,3,27,3,2,5,2,1,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True
45,No,9,4,2,3,5593,1,No,13,3,4,15,2,3,15,4,12,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
52,No,7,4,3,2,10445,7,No,19,3,4,18,4,3,8,4,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
38,No,10,4,3,3,8740,0,Yes,14,3,2,9,2,3,8,2,7,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
29,No,28,4,1,4,2514,4,No,22,4,1,11,1,3,7,1,7,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
28,No,3,3,3,2,7655,0,No,17,3,2,10,3,2,9,1,7,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
46,No,3,1,4,3,17465,3,No,12,3,4,23,3,3,12,4,9,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
38,No,2,2,3,2,7351,7,No,16,3,3,10,2,3,1,0,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True
43,No,27,3,3,1,10820,8,No,11,3,3,18,1,3,8,0,1,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
39,Yes,2,3,4,4,12169,7,No,11,3,4,21,4,3,18,11,5,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
40,No,14,3,5,3,19626,1,No,14,3,1,21,2,4,20,4,9,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True
21,No,1,1,1,2,2070,1,Yes,11,3,3,2,6,4,2,2,2,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
39,No,9,3,2,2,6782,9,No,15,3,3,9,2,2,5,0,3,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
36,No,18,4,2,4,7779,2,No,20,4,1,18,0,3,11,0,9,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
31,No,20,3,1,4,2791,0,No,12,3,1,3,4,3,2,2,2,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
28,No,2,1,1,2,3201,0,No,17,3,1,6,2,1,5,0,4,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
35,No,11,2,2,4,4968,1,No,11,3,4,5,3,3,5,0,2,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
49,No,8,4,4,2,13120,6,No,17,3,2,22,3,3,9,2,3,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False
34,No,2,2,2,3,4033,2,No,11,3,4,5,3,2,3,0,2,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
29,No,10,3,1,2,3291,0,No,14,3,4,8,2,2,7,1,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
42,No,29,3,2,4,4272,4,No,19,3,1,16,3,3,1,0,0,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True
29,No,8,1,2,4,5056,1,Yes,15,3,3,10,2,2,10,1,2,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
38,No,1,3,1,3,2844,1,No,13,3,4,7,2,4,7,5,0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
28,No,6,3,1,3,2703,1,Yes,14,3,4,3,2,3,3,0,2,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
18,Yes,8,1,1,3,1904,1,No,12,3,4,0,0,3,0,0,0,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True
33,Yes,9,4,2,1,8224,0,Yes,17,3,1,6,3,3,5,0,3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
41,No,12,4,1,4,4766,3,Yes,11,3,1,6,4,3,1,0,0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
31,Yes,15,3,1,3,2610,1,No,12,3,3,2,5,2,2,2,2,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
37,No,25,2,2,4,5731,7,No,13,3,3,9,2,3,6,1,3,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
27,No,6,3,1,3,2539,1,No,13,3,3,4,0,3,4,2,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
34,No,9,1,2,3,5714,1,No,20,4,1,6,3,2,6,1,3,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
35,No,8,4,1,3,4323,1,No,17,3,2,6,2,1,5,1,4,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True
29,Yes,23,1,3,1,7336,1,No,13,3,1,11,3,1,11,3,10,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
40,No,9,4,3,3,13499,9,No,17,3,3,20,3,2,18,2,13,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
42,Yes,12,3,4,1,13758,0,Yes,12,3,2,22,2,2,21,13,14,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
42,No,4,4,2,1,5155,7,No,13,3,4,9,3,4,6,1,5,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True
35,No,1,4,1,3,2258,6,No,12,3,2,10,2,3,8,1,7,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
24,No,24,3,1,2,3597,8,No,22,4,4,6,2,3,4,1,2,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True
28,Yes,12,1,1,4,2515,1,Yes,11,3,4,1,4,2,1,0,0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
26,No,3,4,1,4,4420,1,No,22,4,2,8,2,3,8,0,7,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
30,No,10,3,2,3,6578,1,No,18,3,1,10,3,3,10,1,4,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
40,No,26,2,2,4,4422,3,Yes,13,3,4,16,3,1,1,0,0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
35,No,2,3,3,2,10274,2,No,18,3,2,15,2,4,7,6,4,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
34,No,1,3,2,1,5343,0,No,20,4,3,14,3,3,13,4,9,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
35,No,4,4,1,4,2376,1,No,13,3,2,2,2,4,2,2,2,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False
43,Yes,9,3,2,3,5346,8,No,13,3,2,7,2,2,4,1,3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
32,No,2,1,1,1,2827,1,No,12,3,3,1,3,3,1,0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
56,No,4,4,5,1,19943,4,No,13,3,4,28,2,3,5,4,2,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
29,No,6,1,1,4,3131,1,No,13,3,1,10,5,3,10,0,8,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
19,No,9,2,1,1,2552,1,No,25,4,3,1,4,3,1,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
45,No,7,3,1,3,4477,4,Yes,19,3,3,7,2,2,3,0,2,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
37,No,1,3,2,4,6474,1,No,13,3,2,14,2,2,14,3,11,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
20,No,3,3,1,3,3033,1,No,12,3,1,2,2,2,2,1,2,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
44,Yes,10,4,1,3,2936,1,Yes,11,3,3,6,4,3,6,0,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
