,name,rating,reviews,salary,company_type,headquarter
4412,MSC Technology India,4.6,159,982.0,IT Services & Consulting ,Chennai
4413,Hero Housing Finance,4.0,159,1100.0,Financial Services ,New Delhi
4414,EPIQ Systems,3.9,159,1300.0,IT Services & Consulting ,New York
4415,National Institute for Smart Government,3.7,159,1300.0,Management Consulting ,Delhi
4416,Exusia,4.2,158,789.0,IT Services & Consulting ,Miami
4417,Sunteck Realty,3.4,158,1100.0,Real Estate ,Mumbai
4418,BPO+,4.1,158,1800.0,BPO ,Doha
4419,Exeltis,4.2,158,508.0,Pharma ,Madrid
4420,LetsTransport,3.2,158,957.0,Logistics ,Bangalore
4421,THE GUARDIANS Real Estate Advisory,3.6,158,689.0,Real Estate ,Mumbai
4422,Rucha Engineers,3.7,158,1000.0,Industrial Machinery ,Ghaziabad
4423,Srei Sahaj e-Village,4.1,158,391.0,Retail ,Kolkata
4424,Rehau Polymers,3.6,158,1000.0,Engineering & Construction ,Singapore
4425,ICFAI Business School,3.7,158,858.0,Education & Training ,Hyderabad
4426,Waste Management,4.0,158,985.0,Waste Management ,Houston
4427,Snowman Logistics,4.2,158,816.0,Logistics ,Bangalore/Bengaluru
4428,Software AG,4.2,158,1700.0,Software Product ,Darmstadt
4429,Orion Security Solutions,3.5,158,754.0,Law Enforcement & Security ,Delhi/NCR
4430,Tbea Energy,4.0,158,1100.0,Electrical Equipment ,Karjan
4431,Sunteck Realty,3.4,158,1100.0,Real Estate ,Mumbai
4432,Narula Infrastructure,3.7,158,462.0,Engineering & Construction ,Kolkata
4433,Unicorn Infosolutions,3.7,158,794.0,Retail ,Mumbai
4434,Exusia,4.2,158,789.0,IT Services & Consulting ,Miami
4435,BPO+,4.1,158,1800.0,BPO ,Doha
4436,Exeltis,4.2,158,508.0,Pharma ,Madrid
4437,HEG,3.7,158,738.0,Semiconductors ,Noida
4438,Enmas O & M Services,3.7,158,715.0,Oil & Gas ,Chennai
4439,Synokem Pharmaceuticals,3.9,158,978.0,Pharma ,New Delhi
4440,Dr Mohan's Diabetes Specialities Centre,4.1,158,669.0,Healthcare ,Chennai
4441,Computacenter,4.5,158,1200.0,IT Services & Consulting ,Hatfield
4442,Stefanini,3.5,158,1300.0,IT Services & Consulting ,JaguariÃºna
4443,Xylem Water Solutions,4.0,158,1300.0,Waste Management ,Rye Brook
4444,Jms Mining Services,3.7,157,741.0,Metals & Mining ,Kolkata
4445,L&T Transportation Infrastructure,4.5,157,131.0,Engineering & Construction ,Mumbai
4446,Auro Realty Private Limited,4.3,157,974.0,Real Estate ,Hyderabad/Secunderabad
4447,Bajaj Healthcare,3.3,157,1100.0,Pharma ,Thane
4448,South Eastern Coalfields,4.3,157,282.0,Metals & Mining ,Bilaspur
4449,Coffee Day,3.3,157,1400.0,Hospitality ,Bangalore/Bengaluru
4450,Escorts Construction Equipment,4.0,157,880.0,Industrial Machinery ,Faridabad
4451,DynPro,3.5,157,1200.0,IT Services & Consulting ,Bangalore/Bengaluru
4452,Aditya Infotech,4.0,157,1700.0,IT Services & Consulting ,Noida
4453,Om Innovation Call Services,3.5,157,833.0,BPO ,Delhi/NCR
4454,Hawkins Cookers,3.8,157,663.0,501-1k Employees ,Mumbai
4455,OmniActive Health Technologies,3.6,157,1100.0,Fitness & Wellness ,Mumbai
4456,Asian Heart Institute and Research Centre,3.1,157,464.0,Healthcare ,Mumbai
4457,MindCraft Software,3.8,157,1500.0,IT Services & Consulting ,Mumbai
4458,Electropneumatics & Hydraulics (I),3.8,157,913.0,Industrial Machinery ,Pune
4459,AltezzaSys,4.0,157,495.0,IT Services & Consulting ,Noida
4460,Jay Ushin,4.0,157,969.0,Auto Components ,Gurgaon/Gurugram
4461,King George's Medical University,4.4,157,549.0,Education & Training ,Lucknow
4462,AltezzaSys,4.0,157,495.0,IT Services & Consulting ,Noida
4463,BajajSons,3.9,157,845.0,Automobile ,Ludhiana
4464,Azim Premji Foundation,4.3,157,634.0,Non-Profit ,Bangalore/Bengaluru
4465,MindCraft Software,3.8,157,1500.0,IT Services & Consulting ,Mumbai
4466,Bajaj Healthcare,3.3,157,1100.0,Pharma ,Thane
4467,Jms Mining Services,3.7,157,741.0,Metals & Mining ,Kolkata
4468,Auro Realty Private Limited,4.3,157,974.0,Real Estate ,Hyderabad/Secunderabad
4469,L&T Transportation Infrastructure,4.5,157,131.0,Engineering & Construction ,Mumbai
4470,Befree Business Resourceing,3.5,157,1000.0,Accounting & Auditing ,Parramatta
4471,Yethi Consulting,3.5,157,1800.0,IT Services & Consulting ,Bangalore/Bengaluru
4472,CRMnext,3.5,156,1500.0,IT Services & Consulting ,Noida
4473,Varroc Lighting Systems,4.0,156,1200.0,Auto Components ,Plymouth
4474,InnovationM,3.8,156,651.0,IT Services & Consulting ,Noida
4475,Faber India,4.3,156,847.0,Consumer Electronics & Appliances ,Pune
4476,Simpson,3.9,156,1000.0,Auto Components ,Chennai
4477,Gujarat Narmada Valley Fertilizers & Chemicals,4.1,156,793.0,Agro Chemicals ,Bharuch
4478,Reliance Petroleum,3.8,156,631.0,Oil & Gas ,Ahemdabad
4479,Bright Life Care,4.0,156,761.0,Fitness & Wellness ,Gurgaon
4480,Quantzig,4.8,156,182.0,51-200 Employees ,Bengaluru/Bangalore
4481,Velnik India,3.3,156,859.0,Beauty & Personal Care ,Indore
4482,Xeam Ventures,4.0,156,739.0,Recruitment ,Mohali
4483,Catch Foods,4.1,156,227.0,Food Processing ,Noida
4484,Capillary Technologies,3.8,156,1900.0,IT Services & Consulting ,Singapore
4485,InnovationM,3.8,156,651.0,IT Services & Consulting ,Noida
4486,Systopic Laboratories,4.6,156,342.0,Pharma ,Delhi/NCR
4487,SOS Children's Village,3.7,156,417.0,Non-Profit ,Imst
4488,Qualys,3.7,156,1400.0,IT Services & Consulting ,Foster City
4489,Four Seasons Hotel,4.2,156,666.0,Hospitality ,Toronto
4490,Bose,4.4,156,777.0,Consumer Electronics & Appliances ,Framingham
4491,Locuz Enterprise Solutions,4.2,156,1300.0,IT Services & Consulting ,Hyderabad/Secunderabad
4492,Simpson,3.9,156,1000.0,Auto Components ,Chennai
4493,Shriram Properties,3.7,156,1300.0,Real Estate ,Bangalore/Bengaluru
4494,Noida Power Company,4.1,156,969.0,Power ,Greater Noida
4495,Reliance Petroleum,3.8,156,631.0,Oil & Gas ,Ahemdabad
4496,Faber India,4.3,156,847.0,Consumer Electronics & Appliances ,Pune
4497,Searce Cosourcing Services,3.3,156,1400.0,IT Services & Consulting ,Cupertino
4498,Sam India Built Well,3.6,156,795.0,Engineering & Construction ,New Delhi
4499,Max Data Entry Services,4.2,156,14.0,BPO ,Kolkata
4500,Inland World Logistics,3.4,155,793.0,Logistics ,Mumbai
4501,Navneet Education,3.7,155,929.0,Printing & Publishing ,Mumbai
4502,EagleBurgmann,3.8,155,868.0,Industrial Machinery ,Wolfratshausen
4503,Siegwerk,4.1,155,841.0,Chemicals ,Siegburg
4504,Eternis Fine Chemicals,3.8,155,1000.0,Chemicals ,Mumbai
4505,Dixcy Textiles,4.2,155,793.0,1k-5k Employees ,Bangalore/Bengaluru
4506,Arkray Healthcare,3.8,155,740.0,Healthcare ,Mumbai
4507,Chiripal Industries,3.6,155,966.0,Fashion & Textile ,Ahmedabad
4508,Decon Telecom Solutions,2.9,155,324.0,Telecom ,Gurgaon
4509,Agappe Diagnostics,4.0,155,636.0,Healthcare ,Ernakulam
4510,Alf Engineering,3.9,155,1100.0,Auto Components ,Nasik/Nashik
4511,COWI,4.2,155,650.0,Engineering & Construction ,Lyngby
4512,IFB Automotive,3.9,155,941.0,Auto Components ,Bangalore
4513,Alcatel-Lucent,4.2,155,641.0,Telecom ,Boulogne Billancourt Cedex
4514,Chain-Sys,3.8,155,1700.0,IT Services & Consulting ,Grand Ledge
4515,Fashion TV,3.9,155,321.0,Broadcasting ,Paris
4516,CloudMoyo,4.3,155,1100.0,Software Product ,Bellevue
4517,Xrbia Developers,2.8,155,1000.0,Real Estate ,Pune
4518,Smith & Nephew Healthcare,3.9,155,1300.0,Medical Equipment ,United Kingdom
4519,Apmosys Technologies,3.8,155,1600.0,IT Services & Consulting ,Mumbai
4520,Fashion TV,3.9,155,321.0,Broadcasting ,Paris
4521,Xrbia Developers,2.8,155,1000.0,Real Estate ,Pune
4522,Arkray Healthcare,3.8,155,740.0,Healthcare ,Mumbai
4523,Chiripal Industries,3.6,155,966.0,Fashion & Textile ,Ahmedabad
4524,Decon Telecom Solutions,2.9,155,324.0,Telecom ,Gurgaon
4525,Dixcy Textiles,4.2,155,793.0,1k-5k Employees ,Bangalore/Bengaluru
4526,Avaada Energy,4.5,154,845.0,Power ,Mumbai
4527,Hotel Park Plaza,4.5,154,594.0,Hospitality ,London
4528,Stashfin,4.4,154,602.0,FinTech ,Delhi
4529,Merkle Sokrati,3.8,154,1600.0,Marketing & Advertising ,Pune
4530,Celebi Delhi Cargo Terminal Management,4.0,154,448.0,Aviation ,Istanbul
4531,Agilent Technologies International,4.3,154,781.0,Gurgaon/Gurugram +7 more,Gurgaon/Gurugram
4532,MR.DIY,3.3,154,615.0,Retail ,Mumbai
4533,The Smart Cube,3.7,154,1800.0,Management Consulting ,London
4534,KGK Group,3.9,154,969.0,Jewellery ,Hong Kong
4535,National Securities Depository,3.4,154,1700.0,Financial Services ,Mumbai
4536,Emirates NBD,4.1,154,904.0,Banking ,Dubai
4537,IT By Design,3.6,154,1200.0,IT Services & Consulting ,Noida
4538,ITW India,4.2,154,946.0,Industrial Machinery ,Pune
4539,Amec Foster Wheeler,3.8,154,496.0,Oil & Gas ,Chennai
4540,Emirates NBD,4.1,154,904.0,Banking ,Dubai
4541,Sunil Hitech Engineers,4.2,154,497.0,Engineering & Construction ,Hyderabad/Secunderabad
4542,IREO,4.2,154,679.0,Real Estate ,Gurgaon/Gurugram
4543,Amec Foster Wheeler,3.8,154,496.0,Oil & Gas ,Aberdeen
4544,Parsons International,4.3,154,313.0,IT Services & Consulting ,Centreville
4545,Hotel Park Plaza,4.5,154,594.0,Hospitality ,London
4546,Roha Dyechem,3.1,154,967.0,Food Processing ,Mumbai
4547,Ritu Kumar,3.8,154,870.0,Fashion & Textile ,Gurgaon
4548,Filatex India,4.0,154,1100.0,Fashion & Textile ,Noida
4549,Diamond Beverages,3.5,154,616.0,Beverage ,Kolkata
4550,Ahresty India,3.9,154,728.0,Auto Components ,Rewari
4551,RAKS Pharma,3.9,154,816.0,Pharma ,Visakhapatnam/Vizag
4552,Leayan Global,4.2,154,622.0,Fashion & Textile ,Kanpur
4553,Malladi Drugs & Pharmaceuticals,4.1,154,1000.0,Pharma ,Chennai
4554,The Smart Cube,3.7,154,1800.0,Management Consulting ,London
4555,Kovai Medical Center and Hospital,4.4,154,661.0,Healthcare ,Coimbatore
4556,Bank Muscat,4.0,154,1800.0,Banking ,Muscat
4557,Bombay Stock Exchange,3.8,154,1400.0,Financial Services ,Mumbai
4558,KLJ GROUP,3.6,154,942.0,Petrochemicals ,New Delhi
4559,Avaada Energy,4.5,154,845.0,Power ,Mumbai
4560,Bank Muscat,4.0,154,1800.0,Banking ,Muscat
4561,Andhra Pradesh State Skill Developmentcorporation,3.8,154,651.0,Non-Profit ,Vijayawada
4562,Maxvalue Credits & Investments,4.5,154,558.0,NBFC ,Thrissur
4563,Technique Control Facility Management,3.7,154,882.0,Facility Management Services ,Bangalore/Bengaluru
4564,Toshiba Software India,3.6,154,1700.0,IT Services & Consulting ,Bengaluru/Bangalore
4565,Yutika Natural,3.9,154,396.0,Indore +23 more,Indore
4566,Manba Finance,3.7,154,767.0,NBFC ,Mumbai
4567,Greemus Software Technologies Private Limited,4.8,154,1.0,IT Services & Consulting ,Hyderabad/Secunderabad
4568,BOLD Technology Systems,3.4,153,1200.0,Internet ,San Juan
4569,Premier Energies,4.2,153,789.0,501-1k Employees ,Hyderabad/Secunderabad
4570,Hyderabad Metro Rail,4.0,153,595.0,Railways ,Hyderabad
4571,Ncc Urban Infrastructure,4.0,153,817.0,Engineering & Construction ,Hyderabad/Secunderabad
4572,JSW Steel Coated Products,3.7,153,760.0,Tarapur +17 more,Tarapur
4573,A2Z Infraservices,3.9,153,493.0,Facility Management Services ,Gurgaon/Gurugram
4574,Shanthi Gears,3.4,153,1000.0,Auto Components ,Coimbatore
4575,Rudrabhishek Enterprises,3.5,153,786.0,Urban Transport ,Delhi/NCR
4576,SevenMentor,4.7,153,316.0,IT Services & Consulting ,Pune
4577,Edac Engineering,3.6,153,752.0,Engineering & Construction ,Chennai
4578,Daffodil Software,3.7,153,1600.0,IT Services & Consulting ,Grandville
4579,Marsh,4.1,153,371.0,Insurance ,New York
4580,Saudi Oger,4.6,153,171.0,Engineering & Construction ,Riyadh
4581,Allen Solly,4.4,153,446.0,Fashion & Textile ,Bangalore/Bengaluru
4582,Magma Housing Finance,4.2,153,663.0,Financial Services ,Kolkata
4583,EASi,3.5,153,1200.0,Industrial Machinery ,Hanover
4584,Axio,4.0,153,913.0,Financial Services ,Bangalore
4585,Ultra Engineers,4.1,153,1100.0,Industrial Machinery ,Pune
4586,Awign Enterprises,3.5,153,842.0,Internet ,Bangalore
4587,Future Consumer,4.3,153,997.0,FMCG ,Mumbai
4588,ITCube Solutions,3.4,153,1000.0,IT Services & Consulting ,Pune
4589,Amara Raja Infra,3.9,153,639.0,Engineering & Construction ,Hyderabad
4590,Anlage Infotech,3.9,153,649.0,IT Services & Consulting ,Mumbai
4591,Schott Poonawalla,3.8,153,1000.0,Packaging ,Daman & Diu
4592,Vanderlande Industries,4.2,153,1200.0,Logistics ,Veghel
4593,Dalmia Bharat Sugar & Industries,4.0,152,673.0,Food Processing ,New Delhi
4594,Applus Velosi,3.8,152,471.0,Oil & Gas ,Abu Dhabi
4595,Naprod Life Sciences,3.4,152,944.0,Pharma ,Mumbai
4596,OASYS Cybernetics,3.5,152,1200.0,IT Services & Consulting ,Chennai
4597,M & M Financial Services,4.4,152,273.0,NBFC ,Mumbai
4598,Oerlikon Graziano Transmission,4.3,152,308.0,Industrial Machinery ,Pfaffikon
4599,Oxford University Press,3.6,152,981.0,Printing & Publishing ,Oxford
4600,Quest Diagnostics,3.5,152,914.0,Clinical Research ,Secaucus
4601,ILJIN AUTOMOTIVE,3.7,152,754.0,Automobile ,Seoul
4602,SCM Garments,4.0,152,827.0,Fashion & Textile ,Agartala
4603,GE Capital,4.5,152,592.0,Financial Services ,Norwalk
4604,Energy Efficiency Services,4.0,152,792.0,Power ,New Delhi
4605,KisanKraft Machine Tools,3.4,152,707.0,Industrial Machinery ,Bangalore/Bengaluru
4606,Megafine Pharma,3.9,152,1100.0,Pharma ,Mumbai
4607,Overnite Express,3.6,152,543.0,Logistics ,Delhi/NCR
4608,ITC ABD,3.6,152,740.0,51-200 Employees ,Kolkata
4609,Anchor Health and Beauty Care,3.9,152,601.0,Beauty & Personal Care ,Mumbai
4610,Indian Council of Agricultural Research,4.1,152,610.0,Education & Training ,New Delhi
4611,Gracure Pharmaceuticals,3.4,152,874.0,Pharma ,Delhi/NCR
4612,Utkarsh India,3.0,152,989.0,Industrial Machinery ,Kolkata
4613,Mayur Uniquoters,4.1,152,943.0,Leather ,Jaipur
4614,MM Forgings,3.8,152,1300.0,Iron & Steel ,Chennai
4615,Porteck India Infoservices,3.7,152,546.0,IT Services & Consulting ,Jericho
4616,6D Technologies,3.6,151,1800.0,Telecom ,Bangalore/Bengaluru
4617,Saint Gobain Sekurit India,4.0,151,794.0,Auto Components ,Pune
4618,Suez Water Technologies and Solutions,4.3,151,1100.0,Waste Management ,Trevose
4619,KNR Constructions,4.1,151,736.0,Engineering & Construction ,Hyderabad/Secunderabad
4620,CignaTTk Health Insurance,4.0,151,647.0,Insurance ,Mumbai
4621,ICPA Health Products,3.2,151,583.0,Healthcare ,Mumbai
4622,Affluent Global Services,3.5,151,1200.0,IT Services & Consulting ,Hyderabad/Secunderabad
4623,Saint Gobain Sekurit India,4.0,151,794.0,Auto Components ,Pune
4624,Dover India,4.0,151,1700.0,Industrial Machinery ,Downers Grove
4625,Vedang Radio Technology,3.9,151,425.0,Telecom ,Mumbai
4626,Alpha Design Technologies,3.9,151,1200.0,Defence & Aerospace ,Bangalore
4627,Ring Plus Aqua,3.8,151,663.0,Auto Components ,Thane
4628,Continuum Managed Services,3.9,151,1100.0,IT Services & Consulting ,Tampa
4629,6D Technologies,3.6,151,1800.0,Telecom ,Bangalore/Bengaluru
4630,Edelweiss Broking,3.7,151,892.0,Financial Services ,Mumbai
4631,Kalyani Maxion Wheels,4.1,151,990.0,Auto Components ,Königswinter
4632,Kanoria Chemicals & Industries,3.9,151,808.0,Chemicals ,Delhi/NCR
4633,Suez Water Technologies and Solutions,4.3,151,1100.0,Waste Management ,Trevose
4634,Google Pay,4.2,151,1200.0,FinTech ,Hyderabad/Secunderabad
4635,Fraazo,3.4,151,663.0,Internet ,Mumbai
4636,KNR Constructions,4.1,151,736.0,Engineering & Construction ,Hyderabad/Secunderabad
4637,Bajaj Allianz,4.0,151,188.0,Pune +73 more,Pune
4638,Novel Office,4.0,151,439.0,Real Estate ,Bengaluru/Bangalore
4639,Vesuvius,3.9,150,830.0,Industrial Machinery ,London
4640,PIX Transmissions,4.1,150,815.0,Fashion & Textile ,Nagpur
4641,AIG Business Solution,4.3,150,308.0,IT Services & Consulting ,Gurgaon/Gurugram
4642,Star Hospitals,4.0,150,664.0,Healthcare ,Hyderabad/Secunderabad
4643,Rithwik Projects,3.8,150,657.0,Engineering & Construction ,Hyderabad
4644,Bill Forge,3.8,150,611.0,Auto Components ,Bangalore/Bengaluru
4645,Vihaan Networks,4.0,150,1100.0,Telecom ,Gurgaon/Gurugram
4646,Jbm Auto Components,4.0,150,988.0,Auto Components ,Gurgaon
4647,Gpt Infraprojects,3.8,150,554.0,Engineering & Construction ,Kolkata
4648,Cloudstrats Technologies,3.6,150,336.0,IT Services & Consulting ,New York
4649,Ajay Industrial Corporation,3.7,150,746.0,Industrial Machinery ,Ghaziabad
4650,TRIGO Group,2.5,150,822.0,Auto Components ,Tel Aviv
4651,SasMos HET Technologies,3.9,150,1000.0,Electrical Equipment ,Bengaluru
4652,Voylla,3.7,150,604.0,Jewellery ,Jaipur
4653,Covalent Laboratories,3.3,150,787.0,Pharma ,Hyderabad/Secunderabad
4654,Simar Infrastructures,4.0,150,647.0,Engineering & Construction ,Panipat
4655,Allergan,4.0,150,756.0,Healthcare ,Dublin
4656,International Certification Services,3.4,150,754.0,Other ,Mumbai
4657,Narayana Junior College,4.0,150,397.0,Education & Training ,Hyderabad
4658,Institute of Language Management,4.1,150,298.0,Education & Training ,Bengaluru
4659,Harsco,3.6,150,1100.0,Waste Management ,Camp Hill
4660,Barbrik Project Limited (PRA Group),4.5,150,604.0,Engineering & Construction ,Gurgaon/Gurugram
4661,CareerNet Technologies,3.9,150,242.0,Bengaluru/Bangalore +12 more,Bengaluru/Bangalore
4662,HCL Infotech,4.0,150,834.0,IT Services & Consulting ,Noida
4663,Student Life,4.0,150,523.0,501-1k Employees ,Kolkata
4664,Amnex Infotechnologies,3.6,150,1000.0,IT Services & Consulting ,Ahmedabad
4665,MINISO,3.9,150,852.0,Retail ,Gurgaon/Gurugram
4666,Groww,4.0,150,1300.0,Financial Services ,Bangalore
4667,Belstar Microfinance,4.2,150,626.0,NBFC ,Chennai
4668,Joyson Safety Systems,3.9,150,830.0,Auto Components ,Auburn Hills
4669,Oswaal Books and Learning Private Limited,4.4,150,249.0,Printing & Publishing ,Agra
4670,Army Ordnance Corps,4.8,150,441.0,Defence & Aerospace ,New Delhi
4671,SAVIC Technologies,3.3,150,978.0,IT Services & Consulting ,Navi Mumbai
4672,Green Park Hotels,3.8,150,782.0,Hospitality ,Hyderabad/Secunderabad
4673,Ameex Technologies,3.8,149,981.0,IT Services & Consulting ,Schaumburg
4674,Chitkara University,4.2,149,619.0,Education & Training ,Chandigarh
4675,Carrefour,4.0,149,460.0,Retail ,Massy
4676,Biostadt,4.6,149,515.0,Agro Chemicals ,Mumbai
4677,Domino Printech,4.0,149,788.0,Printing & Publishing ,Gurgaon/Gurugram
4678,Major Brands,3.8,149,667.0,Retail ,Mumbai
4679,Royal Infraconstru,3.7,149,646.0,Engineering & Construction ,Kolkata
4680,Tatva Chintan Pharma Chem,4.0,149,795.0,Chemicals ,Vadodara
4681,Massive Restaurants,3.8,149,742.0,Hospitality ,Gurgaon
4682,Ratnadeep Super Market,4.1,149,718.0,Retail ,Hyderabad/Secunderabad
4683,Shri Bajrang Power & Ispat,4.0,149,801.0,Power ,Mumbai
4684,Ayoki Fabricon,3.6,149,754.0,Engineering & Construction ,Pune
4685,Venkateshwar Hospital,3.6,149,824.0,Healthcare ,Delhi/NCR
4686,Magnasoft Consulting India,3.5,149,877.0,IT Services & Consulting ,Bangalore/Bengaluru
4687,C-quel Management Services,4.5,149,197.0,Accounting & Auditing ,Kolkata
4688,Shiva Pharmachem,4.0,149,1000.0,Chemicals ,Vadodara/Baroda
4689,Neolite Zkw Lightings,3.5,149,817.0,Auto Components ,Delhi/NCR
4690,L&T Infrastructure Engineering,4.0,149,559.0,Engineering & Construction ,Chennai
4691,Claritus Management Consulting,4.6,149,289.0,IT Services & Consulting ,Noida
4692,BLS International Services,3.3,149,721.0,BPO ,Delhi/NCR
4693,Phenom,3.4,149,1300.0,Software Product ,Ambler
4694,QX,3.6,149,1000.0,BPO ,Skipton
4695,Prakash Industries,3.8,149,883.0,Metals & Mining ,New Delhi
4696,Sun Direct TV,4.3,149,691.0,Broadcasting ,Chennai
4697,Appasamy Associates,3.9,149,790.0,Medical Equipment ,Chennai
4698,C. L. GUPTA EXPORTS,4.1,149,796.0,Import & Export ,New Delhi
4699,Indian Oil- Adani Gas,3.7,149,385.0,Noida +31 more,Noida
4700,Blue Cross Laboratories,4.1,149,535.0,Pharma ,Mumbai
4701,Botree Software International,3.7,149,1300.0,Software Product ,Chennai
4702,Adglobal360,3.7,149,1600.0,Marketing & Advertising ,Gurgaon/Gurugram
4703,Chai Point,3.6,149,1100.0,Beverage ,Bangalore
4704,Sears IT & Management Services India,3.6,149,1700.0,IT Services & Consulting ,Pune
4705,Highbar Technocrat,3.8,149,839.0,IT Services & Consulting ,Mumbai
4706,Renom Energy Services,4.3,149,721.0,Oil & Gas ,pune
4707,Hi Tech Informatics,3.7,149,774.0,IT Services & Consulting ,Bangalore/Bengaluru
4708,Elsamex Maintenance Services,4.1,149,647.0,Facility Management Services ,Ahmedabad
4709,Shalimar Corp,4.1,149,744.0,Real Estate ,Lucknow
4710,Turtle,3.7,149,646.0,Fashion & Textile ,Kolkata
4711,Ephicacy Lifescience Analytics,4.6,149,215.0,Clinical Research ,Bengaluru/Bangalore
4712,Avanse Financial Services,3.9,149,1100.0,Financial Services ,Mumbai
4713,BPL Medical Technologies,4.2,148,808.0,Medical Equipment ,Bangalore
4714,Indian Railway Catering and Tourism,3.9,148,750.0,Urban Transport ,Delhi/NCR
4715,R-Logic Technology Services,4.1,148,577.0,IT Services & Consulting ,Bangalore/Bengaluru
4716,Jitm Skills,3.5,148,594.0,Education & Training ,Delhi/NCR
4717,Sahajanand Laser Technology,3.5,148,769.0,Industrial Machinery ,Gandhinagar
4718,Vcare Call Center,2.7,148,652.0,BPO ,Noida
4719,Chandigarh Group of Colleges,3.7,148,685.0,Education & Training ,Mohali
4720,Apollo Medskills,4.0,148,569.0,Healthcare ,Hyderabad/Secunderabad
4721,Galpha Laboratories,4.1,148,679.0,Pharma ,Mumbai
4722,SPIE Oil & Gas Services,4.2,148,289.0,Oil & Gas ,Cergy
4723,Terrier Security Services,4.1,148,563.0,Law Enforcement & Security ,Bangalore
4724,Cholamandalam MS Risk Services,3.8,148,623.0,Management Consulting ,Chennai
4725,Axles India,3.6,148,616.0,Auto Components ,Chennai
4726,GKB RX Lens,4.3,148,624.0,Medical Equipment ,Kolkata
4727,Impressico Business Solutions,4.5,148,827.0,IT Services & Consulting ,Noida
4728,IndiaCan,4.6,148,201.0,EdTech ,Noida
4729,Sterlite Industries,4.3,148,766.0,Other ,Mumbai
4730,Synthite Industries,3.9,148,785.0,Food Processing ,Ernakulam
4731,Manika Moulds,4.1,148,739.0,Petrochemicals ,Mumbai
4732,Jubilant Industries,3.9,148,1100.0,Chemicals / Agri Inputs ,Noida
4733,Pathfinder Business Analysis,3.5,148,958.0,Management Consulting ,Coimbatore
4734,eMDs,3.7,148,798.0,IT Services & Consulting ,Austin
4735,Coditas Technologies,3.1,148,1500.0,IT Services & Consulting ,Pune
4736,School of Education,4.2,148,2700.0,Education & Training ,Hyderabad/Secunderabad
4737,Formidium Corp,3.5,148,846.0,Financial Services ,Chicago
4738,Vedika Credit Capital,3.8,148,590.0,NBFC ,Ranchi
4739,Geo Chem Laboratories,3.6,148,798.0,Industrial Machinery ,Mumbai
4740,Godawari Power & Ispat,4.2,147,685.0,Iron & Steel ,Raipur
4741,Varindera Constructions,4.2,147,670.0,Engineering & Construction ,New Delhi
4742,Meneta Automotive Components,3.7,147,787.0,Auto Components ,Sonipat
4743,Fernandez Hospital,4.2,147,591.0,Healthcare ,Hyderabad/Secunderabad
4744,Cholayil Private Limited,4.3,147,614.0,FMCG ,Chennai
4745,Mangalam Cement,4.2,147,727.0,Building Material ,Kolkata
4746,ETV Network,3.7,147,612.0,Broadcasting ,Hyderabad/Secunderabad
4747,Impelsys,3.8,147,2000.0,Software Product ,Bangalore/Bengaluru
4748,Jaypee Hotels,3.7,147,597.0,Hospitality ,Delhi/NCR
4749,SSK Group,3.2,147,559.0,FMCG ,Pune
4750,Mitsubishi Heavy Industries,4.0,147,823.0,Industrial Machinery ,Tokyo
4751,KK Spun Pipes,3.0,147,828.0,Industrial Machinery ,Faridabad
4752,Aspire Home Finance,4.0,147,400.0,Insurance ,Mumbai
4753,cFIRST,4.2,147,574.0,Recruitment ,Cincinnati
4754,Indo Count Industries,4.0,147,980.0,Fashion & Textile ,Mumbai
4755,Margadarsi Chit Fund,3.7,147,583.0,Financial Services ,Hyderabad
4756,Paramatrix Technologies,4.3,147,516.0,Software Product ,Mumbai
4757,Roulunds Braking,3.4,147,783.0,Auto Components ,Odense
4758,Beri Udyog,3.8,147,747.0,Industrial Machinery ,Karnal
4759,Lucy Electric,3.9,147,961.0,Electrical Equipment ,Thame
4760,Varindera Constructions,4.2,147,670.0,Engineering & Construction ,New Delhi
4761,Cholayil Private Limited,4.3,147,614.0,FMCG ,Chennai
4762,SSK Group,3.2,147,559.0,FMCG ,Pune
4763,cFIRST,4.2,147,574.0,Recruitment ,Cincinnati
4764,Indo Count Industries,4.0,147,980.0,Fashion & Textile ,Mumbai
4765,Wilo Mather and Platt Pumps,4.0,147,927.0,Industrial Machinery ,Dortmund
4766,Echs Polyclinic,4.1,147,360.0,Healthcare ,New Delhi
4767,Liugong India,3.3,147,985.0,Engineering & Construction ,Delhi/NCR
4768,Meneta Automotive Components,3.7,147,787.0,Auto Components ,Sonipat
4769,VIRTUSA TECHNOLOGIES,3.8,146,2700.0,IT Services & Consulting ,Hyderabad/Secunderabad
4770,Azad Engineering,3.5,146,866.0,Engineering & Construction ,Hyderabad
4771,IIMT Group of Colleges,4.2,146,539.0,Education & Training ,Greater Noida
4772,Hipad Technology India,4.0,146,600.0,Electronics Manufacturing ,Noida
4773,Odisha Power Generation Corporation,4.0,146,754.0,Oil & Gas ,Bhubaneswar
4774,Cadworks India,4.7,146,53.0,Design ,New Delhi
4775,S.S. Kothari Mehta & Co,3.4,146,809.0,Accounting & Auditing ,Delhi/NCR
4776,Rotostat Services,4.2,146,700.0,Industrial Machinery ,Mumbai
4777,Kobelco Construction Equipment India,4.2,146,870.0,Industrial Machinery ,Noida
4778,Toyota Financial Services,3.8,146,732.0,Financial Services ,Chandler
