Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
56,0,Travel_Frequently,Sales,6,3,Life Sciences,0,4,Sales Executive,1,1,13212,9,0,11,3,4,36,0,2,7,7,7
30,0,Travel_Rarely,Sales,12,3,Technical Degree,0,2,Sales Executive,3,0,6577,0,0,11,3,2,6,6,3,5,4,4
41,0,Travel_Rarely,Sales,1,3,Marketing,1,3,Sales Executive,1,1,8392,1,0,16,3,3,10,2,3,10,0,7
28,0,Travel_Rarely,Research & Development,17,2,Medical,1,2,Laboratory Technician,1,2,4558,1,0,12,3,4,10,2,3,10,1,8
25,1,Travel_Rarely,Research & Development,3,3,Medical,1,1,Laboratory Technician,1,1,4031,5,0,13,3,3,6,5,3,2,0,2
52,0,Travel_Rarely,Research & Development,3,3,Medical,1,3,Manufacturing Director,3,1,7969,2,1,14,3,3,28,4,3,5,0,4
45,0,Travel_Rarely,Research & Development,10,2,Life Sciences,1,1,Research Scientist,4,1,2654,3,0,21,4,4,8,3,2,2,0,2
52,0,Travel_Rarely,Research & Development,4,2,Life Sciences,0,4,Manager,4,1,16555,2,0,13,3,4,31,2,1,5,1,4
42,0,Travel_Frequently,Research & Development,29,2,Life Sciences,0,2,Research Scientist,3,2,4556,2,0,11,3,2,19,3,3,5,0,2
30,0,Travel_Rarely,Research & Development,2,3,Life Sciences,0,2,Manufacturing Director,4,0,6091,2,0,20,4,3,11,2,3,5,0,2
60,0,Travel_Rarely,Research & Development,7,3,Life Sciences,0,5,Manager,1,1,19566,5,0,11,3,4,33,5,1,29,11,10
46,0,Travel_Rarely,Research & Development,18,3,Medical,0,2,Manufacturing Director,3,2,4810,2,0,14,3,3,19,5,2,10,0,8
42,0,Travel_Frequently,Research & Development,28,4,Technical Degree,0,2,Healthcare Representative,4,1,4523,0,0,11,3,4,7,4,4,6,0,4
24,1,Travel_Rarely,Sales,1,1,Technical Degree,0,1,Sales Representative,2,0,3202,1,1,16,3,2,6,4,3,5,1,4
34,1,Travel_Frequently,Sales,6,2,Marketing,0,1,Sales Representative,3,2,2351,0,0,16,3,4,3,3,2,2,1,0
38,0,Travel_Frequently,Research & Development,2,2,Life Sciences,1,1,Laboratory Technician,4,1,1702,1,1,23,4,3,1,3,3,1,0,0
40,0,Travel_Rarely,Sales,2,4,Life Sciences,0,5,Manager,3,1,18041,0,0,14,3,4,21,2,3,20,1,12
26,0,Travel_Rarely,Research & Development,23,3,Life Sciences,0,1,Research Scientist,4,2,2886,1,0,22,4,2,3,3,1,3,0,2
30,0,Non-Travel,Research & Development,3,3,Life Sciences,1,1,Laboratory Technician,4,1,2097,4,0,15,3,3,9,3,1,5,1,4
29,0,Travel_Rarely,Research & Development,3,4,Medical,1,3,Research Director,3,1,11935,1,0,18,3,3,10,2,3,10,0,7
29,1,Travel_Rarely,Research & Development,25,5,Technical Degree,0,1,Research Scientist,2,1,2546,5,0,16,3,2,6,2,4,2,1,1
19,1,Travel_Rarely,Human Resources,2,2,Technical Degree,1,1,Human Resources,4,0,2564,1,0,12,3,3,1,3,4,1,0,0
30,0,Non-Travel,Sales,22,4,Other,0,3,Sales Executive,1,1,8412,0,0,11,3,3,10,3,3,9,7,8
57,0,Travel_Rarely,Sales,29,3,Marketing,1,4,Manager,4,2,14118,3,0,12,3,3,32,3,2,1,0,0
50,0,Travel_Rarely,Research & Development,29,4,Life Sciences,1,4,Manager,3,1,17046,0,0,15,3,2,28,2,3,27,15,7
30,0,Non-Travel,Research & Development,2,3,Medical,0,1,Laboratory Technician,4,0,2564,0,0,14,3,3,12,2,2,11,6,7
60,0,Travel_Frequently,Sales,28,3,Marketing,0,3,Sales Executive,1,1,10266,4,0,19,3,4,22,5,4,18,13,11
47,0,Travel_Rarely,Research & Development,2,2,Medical,0,2,Manufacturing Director,4,2,5070,5,0,13,3,3,20,2,3,5,0,4
46,0,Travel_Rarely,Research & Development,2,3,Life Sciences,1,4,Research Director,3,1,17861,6,0,13,3,3,26,2,1,3,0,1
35,0,Travel_Rarely,Research & Development,22,3,Life Sciences,1,1,Laboratory Technician,3,0,4230,0,0,15,3,3,6,2,3,5,4,3
54,0,Travel_Rarely,Research & Development,8,4,Life Sciences,0,2,Laboratory Technician,3,0,3780,7,0,11,3,3,19,3,3,1,0,0
34,0,Travel_Rarely,Research & Development,2,4,Life Sciences,1,1,Research Scientist,3,2,2768,3,0,12,3,3,14,3,3,7,5,7
46,0,Travel_Rarely,Sales,10,3,Marketing,0,3,Sales Executive,4,1,9071,2,1,19,3,3,15,3,3,3,1,2
31,0,Travel_Rarely,Research & Development,9,1,Life Sciences,1,3,Manufacturing Director,2,2,10648,1,0,25,4,4,13,6,4,13,0,8
33,1,Travel_Rarely,Research & Development,15,1,Medical,1,3,Manager,3,1,13610,7,1,12,3,4,15,2,4,7,7,7
33,1,Travel_Rarely,Research & Development,10,1,Medical,1,1,Laboratory Technician,4,2,3408,7,0,13,3,1,8,2,3,4,1,3
30,0,Travel_Rarely,Sales,7,1,Marketing,1,1,Sales Representative,2,0,2983,0,0,14,3,1,4,3,3,3,1,2
35,0,Travel_Rarely,Research & Development,16,3,Life Sciences,1,3,Healthcare Representative,3,1,7632,4,1,12,3,3,10,2,3,8,0,0
31,1,Travel_Frequently,Research & Development,20,3,Life Sciences,1,3,Healthcare Representative,3,1,9824,3,0,12,3,1,12,2,3,1,0,0
34,1,Travel_Frequently,Human Resources,23,3,Human Resources,0,3,Human Resources,1,2,9950,9,1,15,3,3,11,2,3,3,0,2
42,0,Travel_Frequently,Research & Development,5,2,Other,1,1,Laboratory Technician,3,1,2093,4,0,17,3,4,8,4,3,2,2,0
36,0,Non-Travel,Sales,10,4,Medical,1,3,Sales Executive,4,0,9980,1,0,14,3,4,10,3,2,10,9,7
22,1,Travel_Frequently,Research & Development,4,1,Technical Degree,1,1,Laboratory Technician,3,0,3894,5,0,16,3,3,4,3,3,2,1,2
48,0,Travel_Rarely,Sales,2,5,Marketing,0,2,Sales Executive,4,1,4051,2,0,14,3,1,14,2,3,9,6,7
55,0,Travel_Rarely,Sales,18,5,Life Sciences,0,4,Manager,2,0,16835,3,0,23,4,4,37,2,3,10,7,7
41,0,Non-Travel,Sales,10,2,Life Sciences,1,2,Sales Executive,4,0,6230,7,0,14,3,4,16,3,3,14,1,10
35,0,Travel_Rarely,Sales,1,3,Marketing,1,2,Sales Executive,3,1,4717,9,0,11,3,3,15,2,3,11,6,9
40,0,Travel_Rarely,Research & Development,6,3,Life Sciences,0,4,Manufacturing Director,3,0,13237,7,0,15,3,3,22,3,3,20,5,13
39,0,Travel_Frequently,Research & Development,8,1,Life Sciences,0,1,Laboratory Technician,3,1,3755,1,0,11,3,1,8,3,3,8,0,7
31,0,Travel_Rarely,Sales,2,1,Life Sciences,1,2,Sales Executive,4,0,6582,4,1,13,3,3,10,2,4,6,0,5
42,0,Travel_Rarely,Research & Development,24,3,Medical,1,3,Manufacturing Director,1,1,7406,1,1,21,4,4,10,5,2,10,5,8
45,0,Travel_Rarely,Sales,2,3,Other,1,2,Sales Executive,2,1,4805,0,0,19,3,2,9,3,4,8,3,7
26,1,Travel_Frequently,Human Resources,17,4,Life Sciences,0,1,Human Resources,3,2,2741,0,1,11,3,2,8,2,2,7,1,0
29,0,Travel_Rarely,Research & Development,19,3,Technical Degree,1,2,Manufacturing Director,4,2,4262,4,0,12,3,2,8,2,4,3,1,2
33,0,Travel_Rarely,Research & Development,1,5,Medical,0,4,Research Director,3,2,16184,4,0,19,3,3,10,2,3,6,0,5
31,0,Travel_Rarely,Sales,7,3,Life Sciences,1,3,Manager,4,2,11557,9,0,21,4,3,10,3,2,5,0,1
18,1,Travel_Frequently,Sales,5,3,Marketing,1,1,Sales Representative,2,0,1878,1,1,14,3,4,0,3,3,0,0,0
40,0,Non-Travel,Sales,28,3,Other,1,3,Sales Executive,1,2,10932,3,0,15,3,3,20,2,3,1,0,1
41,0,Non-Travel,Research & Development,2,4,Other,0,2,Healthcare Representative,3,0,6811,2,1,17,3,1,10,3,3,8,0,7
26,0,Travel_Rarely,Sales,29,2,Medical,1,2,Sales Executive,3,2,4306,5,0,12,3,1,8,5,3,0,0,0
35,0,Travel_Rarely,Sales,1,3,Medical,0,2,Sales Executive,3,0,4859,1,0,16,3,4,5,3,3,5,0,3
34,0,Travel_Rarely,Sales,21,4,Life Sciences,1,2,Sales Executive,4,0,5337,1,0,12,3,4,10,3,3,10,5,7
26,1,Travel_Rarely,Research & Development,24,3,Technical Degree,1,1,Laboratory Technician,4,0,2340,1,1,18,3,2,1,3,1,1,0,0
37,0,Travel_Rarely,Research & Development,1,3,Technical Degree,0,3,Manufacturing Director,4,0,7491,4,0,17,3,4,12,3,4,6,1,2
46,0,Travel_Frequently,Research & Development,18,1,Medical,0,3,Healthcare Representative,3,1,10527,5,0,11,3,4,28,3,2,2,1,2
41,0,Travel_Rarely,Sales,2,5,Life Sciences,0,4,Manager,1,1,16595,7,0,16,3,2,22,2,3,18,11,8
37,0,Non-Travel,Sales,9,4,Medical,1,3,Sales Executive,2,2,8834,1,0,13,3,4,9,6,3,9,7,7
52,0,Travel_Rarely,Research & Development,6,2,Technical Degree,1,2,Research Scientist,1,2,5577,3,1,12,3,2,18,3,3,10,6,9
32,1,Non-Travel,Sales,11,4,Other,1,2,Sales Executive,3,1,4707,8,0,12,3,4,6,2,3,4,1,2
24,0,Travel_Frequently,Sales,24,3,Medical,1,1,Sales Representative,4,1,2400,0,0,13,3,3,3,3,3,2,2,1
38,0,Travel_Rarely,Research & Development,10,3,Medical,0,2,Healthcare Representative,3,1,9824,3,0,19,3,3,18,4,3,1,0,0
37,0,Travel_Rarely,Research & Development,1,4,Life Sciences,0,2,Manufacturing Director,2,1,6447,6,0,12,3,2,8,2,2,6,4,3
49,0,Travel_Rarely,Research & Development,18,4,Life Sciences,1,5,Research Director,3,2,19502,1,1,17,3,3,31,5,3,31,0,9
24,0,Travel_Rarely,Research & Development,23,3,Medical,1,1,Research Scientist,4,1,2725,1,1,11,3,2,6,3,3,6,1,4
26,0,Travel_Rarely,Sales,28,2,Marketing,1,2,Sales Executive,2,1,6272,1,0,20,4,4,6,5,4,5,1,4
24,0,Travel_Rarely,Research & Development,17,2,Other,1,1,Laboratory Technician,2,1,2127,1,0,21,4,4,1,2,3,1,0,0
50,0,Travel_Frequently,Human Resources,3,3,Medical,1,5,Manager,2,1,18200,1,0,11,3,3,32,2,3,32,10,7
25,0,Travel_Rarely,Sales,13,1,Medical,1,1,Sales Representative,3,1,2096,1,0,11,3,3,7,1,3,7,0,6
24,1,Travel_Frequently,Research & Development,7,3,Life Sciences,0,1,Laboratory Technician,3,1,2886,1,1,16,3,4,6,4,3,6,1,2
30,1,Travel_Frequently,Sales,12,4,Life Sciences,1,1,Sales Representative,1,1,2033,1,0,18,3,3,1,2,4,1,0,0
34,0,Travel_Rarely,Research & Development,1,2,Life Sciences,1,1,Research Scientist,4,1,3622,1,1,13,3,4,6,3,3,6,1,3
31,1,Travel_Rarely,Sales,13,4,Medical,1,2,Sales Executive,1,2,4233,2,0,17,3,3,9,2,1,3,1,2
35,0,Travel_Rarely,Research & Development,25,2,Other,1,2,Laboratory Technician,4,0,3681,4,0,14,3,4,9,3,3,3,0,2
31,0,Travel_Rarely,Sales,6,4,Medical,1,2,Sales Executive,4,2,5460,4,0,22,4,4,13,4,4,7,5,7
27,0,Travel_Rarely,Research & Development,6,4,Medical,0,1,Research Scientist,3,2,2187,0,0,12,3,3,6,5,2,5,0,3
37,0,Travel_Rarely,Sales,2,3,Marketing,1,2,Sales Executive,3,1,9602,4,1,11,3,3,17,3,2,3,1,0
20,0,Travel_Rarely,Research & Development,1,3,Life Sciences,0,1,Research Scientist,2,0,2836,1,0,13,3,4,1,0,4,1,0,0
42,0,Travel_Rarely,Research & Development,2,4,Life Sciences,0,2,Healthcare Representative,4,1,4089,1,0,13,3,2,10,4,3,10,2,2
43,0,Travel_Rarely,Research & Development,6,4,Other,1,4,Research Director,4,2,16627,4,1,14,3,3,21,3,2,1,0,0
38,0,Travel_Rarely,Research & Development,1,1,Life Sciences,0,1,Research Scientist,1,0,2619,3,0,17,3,4,8,3,2,0,0,0
43,0,Travel_Frequently,Research & Development,9,5,Medical,1,2,Laboratory Technician,3,2,5679,3,1,13,3,2,10,3,3,8,4,7
48,0,Travel_Rarely,Research & Development,1,4,Life Sciences,0,4,Manager,1,1,15402,7,0,11,3,1,21,3,1,3,0,2
44,0,Travel_Rarely,Human Resources,1,4,Life Sciences,0,2,Human Resources,3,0,5985,4,0,11,3,2,10,1,4,2,0,2
34,0,Travel_Rarely,Sales,14,3,Technical Degree,0,1,Sales Representative,3,2,2579,1,1,18,3,4,8,3,3,8,0,6
27,1,Travel_Rarely,Sales,2,1,Marketing,1,1,Sales Representative,1,2,3041,0,0,11,3,2,5,3,3,4,0,2
21,0,Travel_Rarely,Sales,22,1,Technical Degree,1,1,Sales Representative,3,0,3447,1,0,11,3,3,3,2,3,3,1,2
44,0,Travel_Rarely,Research & Development,3,4,Other,1,5,Manager,4,1,19513,4,1,12,3,1,26,2,4,2,0,1
22,0,Travel_Rarely,Research & Development,6,1,Medical,1,1,Research Scientist,3,1,2773,0,0,20,4,4,3,3,3,2,2,2
33,0,Travel_Rarely,Sales,8,4,Marketing,1,2,Sales Executive,3,2,7104,0,0,12,3,4,6,3,3,5,1,2
32,0,Travel_Rarely,Research & Development,9,4,Life Sciences,0,2,Research Scientist,4,1,6322,1,1,12,3,4,6,2,2,6,0,5
30,0,Travel_Frequently,Research & Development,3,3,Medical,0,1,Research Scientist,3,2,2083,1,0,20,4,3,1,2,3,1,0,0
53,0,Travel_Rarely,Sales,1,1,Medical,0,2,Sales Executive,1,0,8381,7,0,20,4,4,18,2,4,14,8,10
34,0,Travel_Rarely,Research & Development,1,5,Life Sciences,1,1,Research Scientist,4,1,2691,1,0,12,3,4,10,4,2,10,8,8
45,1,Travel_Frequently,Sales,26,4,Life Sciences,0,2,Sales Executive,1,1,4286,2,0,14,3,4,5,4,3,1,0,0
26,0,Travel_Rarely,Research & Development,6,3,Life Sciences,0,1,Laboratory Technician,4,1,2659,1,1,13,3,3,3,2,3,3,0,2
37,0,Travel_Rarely,Research & Development,3,3,Other,1,3,Manufacturing Director,3,1,9434,1,0,15,3,3,10,2,3,10,7,8
29,0,Travel_Rarely,Sales,3,2,Medical,0,2,Sales Executive,3,1,5561,1,0,14,3,1,6,5,2,6,1,2
35,0,Travel_Rarely,Research & Development,6,4,Life Sciences,1,2,Research Scientist,4,0,6646,1,0,13,3,2,17,3,3,17,11,8
33,0,Travel_Frequently,Research & Development,6,3,Life Sciences,1,2,Healthcare Representative,4,2,7725,3,0,23,4,3,15,2,1,13,4,7
54,0,Travel_Rarely,Human Resources,19,4,Medical,1,3,Human Resources,2,1,10725,2,0,15,3,3,16,1,4,9,7,1
36,0,Travel_Rarely,Research & Development,9,2,Medical,1,2,Manufacturing Director,2,2,8847,2,1,11,3,3,13,2,3,3,0,2
27,0,Travel_Rarely,Research & Development,3,4,Medical,1,1,Research Scientist,4,0,2045,0,0,13,3,4,5,0,3,4,1,1
20,1,Travel_Rarely,Research & Development,10,1,Medical,1,1,Research Scientist,3,0,1009,1,1,11,3,4,1,5,3,1,1,1
33,1,Travel_Frequently,Research & Development,3,3,Life Sciences,1,1,Research Scientist,1,0,3348,1,1,11,3,1,10,3,3,10,9,7
35,0,Non-Travel,Research & Development,3,3,Life Sciences,1,1,Laboratory Technician,3,1,1281,1,0,18,3,3,1,3,3,1,0,0
23,0,Travel_Rarely,Research & Development,4,3,Medical,1,1,Research Scientist,1,1,2819,2,0,16,3,1,5,3,4,3,0,2
25,0,Travel_Rarely,Sales,8,3,Life Sciences,1,2,Sales Executive,2,1,4851,0,0,22,4,3,4,4,3,3,1,2
38,0,Travel_Rarely,Sales,7,4,Marketing,0,2,Sales Executive,4,0,4028,0,0,20,4,1,8,2,3,7,0,5
29,0,Travel_Frequently,Research & Development,1,4,Life Sciences,1,1,Research Scientist,4,2,2720,1,0,18,3,4,10,5,3,10,2,8
48,0,Travel_Rarely,Sales,2,1,Marketing,1,2,Sales Executive,2,1,8120,3,0,12,3,4,12,3,3,2,2,2
27,0,Travel_Frequently,Sales,3,1,Medical,0,2,Sales Executive,4,2,4647,1,1,20,4,2,6,3,3,6,0,4
37,0,Travel_Rarely,Research & Development,10,2,Life Sciences,1,1,Research Scientist,4,0,4680,3,0,17,3,1,4,2,3,1,0,0
50,0,Travel_Rarely,Research & Development,28,1,Medical,1,1,Laboratory Technician,3,1,3221,1,1,11,3,3,20,3,3,20,3,8
34,0,Travel_Rarely,Research & Development,9,3,Medical,0,3,Healthcare Representative,2,0,8621,1,0,14,3,2,9,3,4,8,7,7
24,1,Travel_Rarely,Sales,3,2,Life Sciences,0,2,Sales Executive,3,0,4577,9,0,14,3,1,4,3,3,2,2,0
39,0,Travel_Rarely,Research & Development,2,4,Technical Degree,0,2,Healthcare Representative,3,0,4553,1,0,11,3,1,20,4,3,20,11,10
32,0,Travel_Rarely,Sales,10,3,Marketing,1,2,Sales Executive,4,0,5396,1,0,12,3,4,10,2,2,10,0,8
50,1,Travel_Frequently,Sales,8,2,Technical Degree,1,2,Sales Executive,3,1,6796,3,1,14,3,1,18,4,3,4,1,3
38,0,Travel_Rarely,Research & Development,1,4,Life Sciences,0,2,Healthcare Representative,4,0,7625,0,0,13,3,3,10,4,2,9,1,8
27,0,Travel_Rarely,Research & Development,1,2,Life Sciences,0,3,Manufacturing Director,1,1,7412,1,0,11,3,4,9,3,3,9,0,7
32,0,Travel_Rarely,Research & Development,3,2,Life Sciences,0,3,Research Director,4,0,11159,3,0,15,3,4,10,6,3,7,7,7
47,0,Travel_Rarely,Sales,14,4,Marketing,1,2,Sales Executive,1,0,4960,2,0,12,3,4,20,2,3,7,1,7
40,0,Travel_Frequently,Sales,5,4,Life Sciences,1,3,Sales Executive,1,1,10475,5,1,21,4,3,20,2,3,18,1,12
53,0,Travel_Rarely,Research & Development,7,3,Life Sciences,1,4,Research Director,3,1,14814,3,0,19,3,3,32,3,3,5,1,3
41,0,Travel_Rarely,Human Resources,10,4,Human Resources,1,5,Manager,4,2,19141,3,0,15,3,2,23,2,2,21,12,6
60,0,Travel_Rarely,Sales,16,4,Marketing,1,2,Sales Executive,1,0,5405,8,0,14,3,4,10,1,3,2,2,2
27,0,Travel_Frequently,Research & Development,10,2,Life Sciences,1,3,Manufacturing Director,1,2,8793,1,0,21,4,3,9,4,2,9,1,7
41,0,Travel_Rarely,Human Resources,1,3,Human Resources,1,5,Manager,3,1,19189,1,0,12,3,2,22,3,3,22,2,10
50,0,Travel_Rarely,Sales,8,4,Marketing,1,1,Sales Representative,2,1,3875,7,0,15,3,4,4,2,3,2,2,2
28,1,Travel_Rarely,Research & Development,1,2,Life Sciences,0,1,Research Scientist,2,0,2216,7,1,13,3,4,10,4,3,7,3,7
36,0,Non-Travel,Research & Development,8,3,Life Sciences,0,3,Research Director,1,1,11713,9,0,14,3,1,10,2,3,8,0,5
38,0,Travel_Rarely,Research & Development,1,3,Life Sciences,0,3,Manufacturing Director,3,0,7861,4,1,14,3,4,10,4,4,1,0,0
44,0,Non-Travel,Research & Development,24,3,Medical,1,1,Laboratory Technician,3,0,3708,2,0,14,3,3,9,5,3,5,1,4
47,0,Travel_Frequently,Sales,3,3,Medical,0,4,Sales Executive,3,2,13770,9,1,12,3,4,28,2,2,22,11,13
30,0,Travel_Rarely,Sales,27,5,Marketing,1,2,Sales Executive,4,2,5304,7,0,23,4,4,10,2,2,8,7,7
29,0,Travel_Rarely,Sales,10,3,Life Sciences,1,1,Sales Representative,3,0,2642,1,0,11,3,3,1,6,3,1,0,0
42,1,Travel_Frequently,Research & Development,19,3,Medical,1,1,Research Scientist,3,2,2759,6,1,12,3,4,7,2,3,2,2,2
43,0,Travel_Frequently,Sales,15,3,Life Sciences,1,2,Sales Executive,4,1,6804,3,0,18,3,3,7,5,3,2,2,2
34,0,Travel_Rarely,Research & Development,8,2,Medical,0,2,Healthcare Representative,3,0,6142,3,0,11,3,4,10,2,3,5,4,3
23,0,Travel_Rarely,Research & Development,9,1,Medical,1,1,Laboratory Technician,1,1,2500,1,0,14,3,4,5,2,4,4,0,2
39,0,Travel_Rarely,Human Resources,3,3,Human Resources,0,2,Human Resources,2,1,6389,9,0,15,3,3,12,3,1,8,3,6
56,0,Travel_Rarely,Research & Development,9,3,Medical,1,4,Healthcare Representative,4,1,11103,7,0,11,3,3,30,1,2,10,1,1
40,0,Travel_Rarely,Research & Development,2,1,Medical,0,1,Research Scientist,4,0,2342,0,1,20,4,4,5,2,2,4,2,3
27,0,Travel_Rarely,Research & Development,7,3,Medical,0,2,Healthcare Representative,1,0,6811,8,0,19,3,1,9,2,1,7,0,7
29,0,Travel_Rarely,Sales,10,3,Marketing,1,1,Sales Representative,2,2,2297,1,0,14,3,4,2,2,3,2,2,2
53,0,Travel_Rarely,Research & Development,6,3,Life Sciences,1,2,Laboratory Technician,4,0,2450,2,0,17,3,4,19,4,3,2,2,2
35,0,Non-Travel,Research & Development,2,4,Life Sciences,0,2,Healthcare Representative,1,2,5093,2,0,11,3,1,16,2,4,1,0,0
32,0,Travel_Frequently,Research & Development,24,4,Life Sciences,1,2,Laboratory Technician,4,1,5309,1,0,15,3,4,10,2,3,10,4,7
38,0,Travel_Rarely,Research & Development,2,5,Medical,1,1,Research Scientist,3,1,3057,6,1,13,3,2,6,0,1,1,0,1
34,0,Travel_Rarely,Research & Development,8,5,Life Sciences,0,2,Manufacturing Director,1,2,5121,3,0,14,3,3,7,3,3,0,0,0
52,0,Travel_Rarely,Sales,3,4,Marketing,1,4,Manager,1,1,16856,1,0,11,3,1,34,3,4,34,1,16
33,1,Travel_Rarely,Research & Development,1,4,Other,1,1,Research Scientist,4,0,2686,1,1,13,3,3,10,2,2,10,7,8
25,0,Travel_Rarely,Sales,26,1,Medical,0,2,Sales Executive,4,0,6180,1,0,23,4,2,6,5,2,6,1,4
45,0,Travel_Rarely,Sales,2,2,Technical Degree,1,2,Sales Representative,3,0,6632,0,0,13,3,1,9,3,3,8,3,1
23,0,Travel_Rarely,Research & Development,10,1,Medical,1,1,Research Scientist,3,0,3505,1,0,18,3,4,2,3,3,2,0,2
47,1,Travel_Frequently,Sales,27,2,Life Sciences,0,2,Sales Executive,3,0,6397,4,1,12,3,4,8,2,3,5,1,3
34,0,Travel_Rarely,Sales,2,3,Other,1,2,Sales Executive,4,0,6274,1,0,22,4,3,6,5,3,6,1,4
55,1,Travel_Rarely,Research & Development,2,3,Medical,1,5,Manager,1,1,19859,5,1,13,3,4,24,2,3,5,1,4
36,0,Non-Travel,Sales,8,4,Life Sciences,1,3,Sales Executive,1,0,7587,1,0,15,3,2,10,1,3,10,0,9
52,0,Non-Travel,Research & Development,19,4,Medical,1,1,Research Scientist,4,1,4258,0,0,18,3,1,5,3,3,4,1,2
26,0,Travel_Frequently,Research & Development,1,2,Life Sciences,0,1,Laboratory Technician,4,2,4364,3,0,14,3,1,5,2,3,2,2,0
29,0,Travel_Rarely,Research & Development,27,3,Medical,0,2,Healthcare Representative,3,1,4335,4,0,12,3,1,11,3,2,8,1,1
26,1,Travel_Rarely,Sales,8,3,Technical Degree,1,2,Sales Executive,1,0,5326,6,0,17,3,3,6,2,2,4,1,2
34,0,Travel_Rarely,Research & Development,1,4,Life Sciences,0,1,Research Scientist,4,0,3280,2,0,16,3,3,10,2,3,4,1,3
54,0,Travel_Rarely,Research & Development,19,4,Medical,0,2,Manufacturing Director,1,2,5485,9,1,11,3,2,9,4,3,5,1,4
27,0,Travel_Frequently,Sales,8,1,Marketing,1,2,Sales Executive,4,1,4342,0,0,19,3,2,5,3,3,4,1,1
37,0,Travel_Rarely,Research & Development,10,1,Life Sciences,0,1,Research Scientist,1,2,2782,0,1,13,3,2,6,3,2,5,4,3
38,0,Travel_Frequently,Research & Development,2,4,Life Sciences,0,2,Manufacturing Director,1,0,5980,6,1,12,3,4,17,2,3,15,4,12
34,0,Travel_Rarely,Research & Development,2,4,Medical,0,1,Research Scientist,1,0,4381,1,0,11,3,3,6,3,3,6,1,3
35,0,Travel_Rarely,Sales,8,4,Life Sciences,0,1,Sales Representative,4,1,2572,1,0,16,3,2,3,1,2,3,0,2
30,0,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1,Laboratory Technician,3,1,3833,3,0,21,4,3,7,2,3,2,0,2
40,0,Travel_Frequently,Research & Development,2,2,Medical,0,2,Healthcare Representative,2,1,4244,1,0,24,4,4,8,2,3,8,3,7
34,0,Travel_Rarely,Sales,8,2,Life Sciences,0,2,Sales Executive,1,1,6500,5,0,17,3,2,6,1,3,3,1,2
42,0,Travel_Frequently,Research & Development,8,3,Life Sciences,1,5,Manager,4,2,18430,1,0,13,3,2,24,4,2,24,14,9
23,1,Travel_Rarely,Research & Development,6,3,Life Sciences,1,1,Laboratory Technician,1,1,1601,1,1,21,4,3,1,2,3,0,0,0
24,0,Non-Travel,Research & Development,9,3,Life Sciences,1,1,Laboratory Technician,2,2,2694,1,0,11,3,3,1,4,3,1,0,0
52,0,Travel_Rarely,Research & Development,11,4,Life Sciences,0,2,Laboratory Technician,3,1,3149,8,0,20,4,2,9,3,3,5,1,4
50,0,Travel_Rarely,Research & Development,2,3,Medical,1,4,Research Director,3,1,17639,5,0,16,3,4,30,3,3,4,0,3
29,1,Travel_Rarely,Research & Development,1,2,Life Sciences,0,1,Laboratory Technician,1,1,2319,1,1,11,3,4,1,1,3,1,0,0
33,0,Travel_Rarely,Research & Development,7,3,Medical,1,3,Research Director,3,1,11691,0,0,11,3,4,14,3,4,13,3,7
33,1,Travel_Rarely,Sales,16,3,Marketing,0,2,Sales Executive,1,0,5324,5,0,15,3,3,6,3,3,3,0,2
47,0,Travel_Rarely,Research & Development,2,2,Other,0,4,Manager,4,1,16752,1,1,11,3,3,26,3,2,26,3,0
36,0,Travel_Rarely,Research & Development,1,3,Other,0,2,Manufacturing Director,2,1,5228,0,0,15,3,1,10,2,3,9,0,5
29,0,Travel_Rarely,Research & Development,23,2,Life Sciences,1,1,Research Scientist,3,1,2700,1,0,24,4,3,10,3,3,10,0,7
58,1,Travel_Rarely,Research & Development,2,4,Life Sciences,1,5,Research Director,2,0,19246,7,1,12,3,4,40,2,3,31,13,8
35,0,Travel_Rarely,Research & Development,1,4,Life Sciences,0,1,Research Scientist,3,0,2506,3,0,13,3,3,7,0,3,2,2,2
42,0,Travel_Rarely,Research & Development,1,2,Life Sciences,0,2,Manufacturing Director,4,1,6062,9,1,13,3,4,8,4,3,4,0,2
28,1,Travel_Rarely,Research & Development,2,4,Medical,1,1,Research Scientist,3,0,4382,6,0,17,3,4,5,3,2,2,2,1
36,0,Travel_Rarely,Human Resources,13,3,Human Resources,1,1,Human Resources,2,1,2143,4,0,13,3,2,8,2,3,5,0,4
32,0,Travel_Rarely,Research & Development,4,3,Life Sciences,0,2,Manufacturing Director,3,1,6162,1,0,12,3,3,14,3,3,14,6,8
40,0,Travel_Frequently,Research & Development,16,4,Medical,1,2,Laboratory Technician,3,0,5094,6,0,14,3,4,10,6,3,1,0,0
30,0,Travel_Rarely,Research & Development,2,3,Medical,0,2,Manufacturing Director,4,0,6877,5,1,24,4,2,12,4,2,0,0,0
45,0,Travel_Rarely,Research & Development,2,3,Life Sciences,0,1,Research Scientist,3,0,2274,1,0,14,3,4,1,3,3,1,0,0
